stockid,stocklong,year,TBbest,TCbest,ERbest,BdivBmsypref,UdivUmsypref,BdivBmgtpref,UdivUmgtpref,TB,SSB,TN,R
STRIPEDBASSGOMCHATT,Striped bass Gulf of Maine / Cape Hatteras,1994,1.36E+05,,7.83E-03,6.40E-01,5.00E-01,6.40E-01,5.00E-01,,4.63E+04,2.49E+08,1.17E+08
STRIPEDBASSGOMCHATT,Striped bass Gulf of Maine / Cape Hatteras,1995,1.70E+05,,1.40E-02,8.01E-01,6.91E-01,8.01E-01,6.91E-01,,5.80E+04,2.16E+08,1.27E+08
STRIPEDBASSGOMCHATT,Striped bass Gulf of Maine / Cape Hatteras,1996,1.95E+05,,1.56E-02,9.17E-01,6.40E-01,9.17E-01,6.40E-01,,6.64E+04,2.21E+08,1.54E+08
STRIPEDBASSGOMCHATT,Striped bass Gulf of Maine / Cape Hatteras,1997,2.00E+05,,1.75E-02,9.42E-01,1.02E+00,9.42E-01,1.02E+00,,6.82E+04,2.51E+08,1.00E+08
STRIPEDBASSGOMCHATT,Striped bass Gulf of Maine / Cape Hatteras,1998,1.76E+05,,2.10E-02,8.28E-01,9.26E-01,8.28E-01,9.26E-01,,5.99E+04,2.08E+08,9.97E+07
STRIPEDBASSGOMCHATT,Striped bass Gulf of Maine / Cape Hatteras,1999,1.78E+05,,2.00E-02,8.39E-01,7.94E-01,8.39E-01,7.94E-01,,6.07E+04,1.96E+08,7.95E+07
STRIPEDBASSGOMCHATT,Striped bass Gulf of Maine / Cape Hatteras,2000,2.09E+05,,3.06E-02,9.85E-01,1.01E+00,9.85E-01,1.01E+00,,7.13E+04,1.72E+08,1.16E+08
STRIPEDBASSGOMCHATT,Striped bass Gulf of Maine / Cape Hatteras,2001,2.10E+05,,2.30E-02,9.86E-01,9.49E-01,9.86E-01,9.49E-01,,7.14E+04,1.98E+08,1.34E+08
STRIPEDBASSGOMCHATT,Striped bass Gulf of Maine / Cape Hatteras,2002,2.32E+05,,1.81E-02,1.09E+00,9.09E-01,1.09E+00,9.09E-01,,7.91E+04,2.23E+08,7.67E+07
STRIPEDBASSGOMCHATT,Striped bass Gulf of Maine / Cape Hatteras,2003,2.39E+05,,2.86E-02,1.12E+00,1.06E+00,1.12E+00,1.06E+00,,8.14E+04,1.75E+08,1.60E+08
STRIPEDBASSGOMCHATT,Striped bass Gulf of Maine / Cape Hatteras,2004,2.33E+05,,2.25E-02,1.10E+00,1.25E+00,1.10E+00,1.25E+00,,7.93E+04,2.43E+08,8.74E+07
STRIPEDBASSGOMCHATT,Striped bass Gulf of Maine / Cape Hatteras,2005,2.34E+05,,3.07E-02,1.10E+00,1.31E+00,1.10E+00,1.31E+00,,7.97E+04,1.90E+08,8.28E+07
STRIPEDBASSGOMCHATT,Striped bass Gulf of Maine / Cape Hatteras,2006,2.18E+05,,3.58E-02,1.03E+00,1.50E+00,1.03E+00,1.50E+00,,7.42E+04,1.71E+08,5.91E+07
STRIPEDBASSGOMCHATT,Striped bass Gulf of Maine / Cape Hatteras,2007,2.11E+05,,4.05E-02,9.93E-01,1.32E+00,9.93E-01,1.32E+00,,7.19E+04,1.38E+08,8.04E+07
STRIPEDBASSGOMCHATT,Striped bass Gulf of Maine / Cape Hatteras,2008,2.05E+05,,3.34E-02,9.66E-01,1.35E+00,9.66E-01,1.35E+00,,6.99E+04,1.47E+08,5.59E+07
STRIPEDBASSGOMCHATT,Striped bass Gulf of Maine / Cape Hatteras,2009,1.99E+05,,3.59E-02,9.38E-01,1.11E+00,9.38E-01,1.11E+00,,6.79E+04,1.23E+08,7.66E+07
STRIPEDBASSGOMCHATT,Striped bass Gulf of Maine / Cape Hatteras,2010,1.93E+05,,2.84E-02,9.10E-01,1.09E+00,9.10E-01,1.09E+00,,6.59E+04,1.35E+08,1.09E+08
STRIPEDBASSGOMCHATT,Striped bass Gulf of Maine / Cape Hatteras,2011,1.93E+05,,2.54E-02,9.06E-01,1.30E+00,9.06E-01,1.30E+00,,6.56E+04,1.70E+08,1.44E+08
STRIPEDBASSGOMCHATT,Striped bass Gulf of Maine / Cape Hatteras,2012,1.80E+05,,1.67E-02,8.50E-01,1.07E+00,8.50E-01,1.07E+00,,6.15E+04,2.15E+08,
SWHITSE,School whiting Southeast Australia,1947,1.42E+04,1.26E+02,9.30E-03,1.82E+04,4.28E-06,2.08E+00,5.14E-02,1.42E+04,8.33E+03,,2.39E+14
SWHITSE,School whiting Southeast Australia,1948,1.41E+04,2.70E+02,2.00E-02,1.80E+04,9.23E-06,2.06E+00,1.11E-01,1.41E+04,8.24E+03,,2.39E+14
SWHITSE,School whiting Southeast Australia,1949,1.39E+04,1.29E+02,9.69E-03,1.76E+04,4.47E-06,2.01E+00,5.36E-02,1.39E+04,8.05E+03,,2.38E+14
SWHITSE,School whiting Southeast Australia,1950,1.39E+04,4.85E+01,3.66E-03,1.75E+04,1.69E-06,2.01E+00,2.02E-02,1.39E+04,8.04E+03,,2.38E+14
SWHITSE,School whiting Southeast Australia,1951,1.39E+04,9.16E+01,6.87E-03,1.77E+04,3.17E-06,2.02E+00,3.80E-02,1.39E+04,8.10E+03,,2.38E+14
SWHITSE,School whiting Southeast Australia,1952,1.40E+04,2.72E+01,2.04E-03,1.77E+04,9.40E-07,2.03E+00,1.13E-02,1.40E+04,8.10E+03,,2.38E+14
SWHITSE,School whiting Southeast Australia,1953,1.40E+04,4.72E+01,3.52E-03,1.78E+04,1.62E-06,2.04E+00,1.95E-02,1.40E+04,8.16E+03,,2.39E+14
SWHITSE,School whiting Southeast Australia,1954,1.40E+04,6.08E+01,4.53E-03,1.78E+04,2.09E-06,2.04E+00,2.51E-02,1.40E+04,8.18E+03,,2.39E+14
SWHITSE,School whiting Southeast Australia,1955,1.40E+04,5.08E+01,3.79E-03,1.79E+04,1.74E-06,2.04E+00,2.09E-02,1.40E+04,8.18E+03,,2.39E+14
SWHITSE,School whiting Southeast Australia,1956,1.40E+04,3.99E+01,2.97E-03,1.79E+04,1.37E-06,2.05E+00,1.64E-02,1.40E+04,8.19E+03,,2.39E+14
SWHITSE,School whiting Southeast Australia,1957,1.41E+04,4.83E+01,3.59E-03,1.79E+04,1.65E-06,2.05E+00,1.98E-02,1.41E+04,8.20E+03,,2.39E+14
SWHITSE,School whiting Southeast Australia,1958,1.41E+04,9.84E+01,7.29E-03,1.79E+04,3.36E-06,2.05E+00,4.03E-02,1.41E+04,8.21E+03,,2.39E+14
SWHITSE,School whiting Southeast Australia,1959,1.40E+04,1.93E+02,1.43E-02,1.78E+04,6.61E-06,2.04E+00,7.93E-02,1.40E+04,8.17E+03,,2.39E+14
SWHITSE,School whiting Southeast Australia,1960,1.39E+04,2.68E+02,2.01E-02,1.76E+04,9.27E-06,2.02E+00,1.11E-01,1.39E+04,8.07E+03,,2.38E+14
SWHITSE,School whiting Southeast Australia,1961,1.38E+04,2.40E+01,1.79E-03,1.73E+04,8.27E-07,1.99E+00,9.93E-03,1.38E+04,7.94E+03,,2.38E+14
SWHITSE,School whiting Southeast Australia,1962,1.39E+04,5.38E+01,3.99E-03,1.76E+04,1.84E-06,2.01E+00,2.21E-02,1.39E+04,8.05E+03,,2.38E+14
SWHITSE,School whiting Southeast Australia,1963,1.40E+04,1.36E+02,1.01E-02,1.77E+04,4.66E-06,2.03E+00,5.60E-02,1.40E+04,8.11E+03,,2.38E+14
SWHITSE,School whiting Southeast Australia,1964,1.39E+04,1.59E+02,1.19E-02,1.76E+04,5.47E-06,2.02E+00,6.57E-02,1.39E+04,8.08E+03,,2.38E+14
SWHITSE,School whiting Southeast Australia,1965,1.39E+04,1.80E+02,1.34E-02,1.75E+04,6.19E-06,2.01E+00,7.43E-02,1.39E+04,8.04E+03,,2.38E+14
SWHITSE,School whiting Southeast Australia,1966,1.38E+04,1.79E+02,1.34E-02,1.74E+04,6.17E-06,2.00E+00,7.41E-02,1.38E+04,7.99E+03,,2.38E+14
SWHITSE,School whiting Southeast Australia,1967,1.38E+04,1.40E+02,1.05E-02,1.74E+04,4.86E-06,1.99E+00,5.84E-02,1.38E+04,7.97E+03,,2.38E+14
SWHITSE,School whiting Southeast Australia,1968,1.38E+04,1.40E+02,1.06E-02,1.74E+04,4.90E-06,1.99E+00,5.88E-02,1.38E+04,7.98E+03,,2.38E+14
SWHITSE,School whiting Southeast Australia,1969,1.38E+04,1.83E+02,1.38E-02,1.74E+04,6.37E-06,2.00E+00,7.65E-02,1.38E+04,7.98E+03,,2.38E+14
SWHITSE,School whiting Southeast Australia,1970,1.38E+04,2.45E+02,1.86E-02,1.74E+04,8.55E-06,1.99E+00,1.03E-01,1.38E+04,7.95E+03,,2.38E+14
SWHITSE,School whiting Southeast Australia,1971,1.37E+04,1.80E+02,1.37E-02,1.72E+04,6.30E-06,1.97E+00,7.57E-02,1.37E+04,7.88E+03,,2.38E+14
SWHITSE,School whiting Southeast Australia,1972,1.37E+04,1.49E+02,1.14E-02,1.72E+04,5.25E-06,1.97E+00,6.31E-02,1.37E+04,7.89E+03,,2.38E+14
SWHITSE,School whiting Southeast Australia,1973,1.37E+04,2.99E+02,2.27E-02,1.73E+04,1.05E-05,1.98E+00,1.26E-01,1.37E+04,7.91E+03,,2.38E+14
SWHITSE,School whiting Southeast Australia,1974,1.36E+04,3.38E+02,2.59E-02,1.71E+04,1.20E-05,1.95E+00,1.44E-01,1.36E+04,7.82E+03,,2.38E+14
SWHITSE,School whiting Southeast Australia,1975,1.35E+04,1.57E+02,1.22E-02,1.68E+04,5.60E-06,1.93E+00,6.73E-02,1.35E+04,7.71E+03,,2.37E+14
SWHITSE,School whiting Southeast Australia,1976,1.36E+04,4.93E+02,3.78E-02,1.70E+04,1.74E-05,1.95E+00,2.09E-01,1.36E+04,7.79E+03,,2.38E+14
SWHITSE,School whiting Southeast Australia,1977,1.34E+04,4.83E+02,3.76E-02,1.65E+04,1.73E-05,1.89E+00,2.08E-01,1.34E+04,7.58E+03,,2.37E+14
SWHITSE,School whiting Southeast Australia,1978,1.32E+04,4.59E+02,3.62E-02,1.62E+04,1.67E-05,1.86E+00,2.01E-01,1.32E+04,7.44E+03,,2.37E+14
SWHITSE,School whiting Southeast Australia,1979,1.32E+04,7.32E+02,5.81E-02,1.61E+04,2.68E-05,1.84E+00,3.22E-01,1.32E+04,7.37E+03,,2.36E+14
SWHITSE,School whiting Southeast Australia,1980,1.29E+04,7.89E+02,6.39E-02,1.55E+04,2.95E-05,1.78E+00,3.54E-01,1.29E+04,7.11E+03,,2.36E+14
SWHITSE,School whiting Southeast Australia,1981,1.25E+04,1.15E+03,9.62E-02,1.50E+04,4.43E-05,1.72E+00,5.29E-01,1.25E+04,6.88E+03,,1.73E+14
SWHITSE,School whiting Southeast Australia,1982,1.15E+04,1.26E+03,1.15E-01,1.41E+04,5.32E-05,1.61E+00,6.38E-01,1.15E+04,6.45E+03,,1.88E+14
SWHITSE,School whiting Southeast Australia,1983,1.04E+04,1.37E+03,1.38E-01,1.29E+04,6.38E-05,1.48E+00,7.58E-01,1.04E+04,5.93E+03,,1.26E+14
SWHITSE,School whiting Southeast Australia,1984,9.08E+03,1.10E+03,1.27E-01,1.12E+04,5.86E-05,1.28E+00,7.11E-01,9.08E+03,5.13E+03,,2.03E+14
SWHITSE,School whiting Southeast Australia,1985,9.00E+03,1.55E+03,1.80E-01,1.01E+04,8.30E-05,1.15E+00,1.03E+00,9.00E+03,4.61E+03,,3.17E+14
SWHITSE,School whiting Southeast Australia,1986,9.72E+03,2.16E+03,2.36E-01,8.11E+03,1.09E-04,9.29E-01,1.34E+00,9.72E+03,3.72E+03,,2.88E+14
SWHITSE,School whiting Southeast Australia,1987,9.89E+03,1.51E+03,1.65E-01,7.05E+03,7.60E-05,8.08E-01,9.15E-01,9.89E+03,3.23E+03,,1.81E+14
SWHITSE,School whiting Southeast Australia,1988,9.87E+03,1.73E+03,1.88E-01,9.02E+03,8.69E-05,1.03E+00,1.06E+00,9.87E+03,4.13E+03,,2.26E+14
SWHITSE,School whiting Southeast Australia,1989,9.60E+03,1.41E+03,1.56E-01,9.73E+03,7.21E-05,1.11E+00,8.74E-01,9.60E+03,4.46E+03,,2.11E+14
SWHITSE,School whiting Southeast Australia,1990,9.79E+03,2.35E+03,2.56E-01,9.50E+03,1.18E-04,1.09E+00,1.47E+00,9.79E+03,4.35E+03,,3.45E+14
SWHITSE,School whiting Southeast Australia,1991,1.02E+04,2.10E+03,2.20E-01,7.92E+03,1.01E-04,9.07E-01,1.25E+00,1.02E+04,3.63E+03,,3.15E+14
SWHITSE,School whiting Southeast Australia,1992,1.07E+04,1.33E+03,1.34E-01,7.71E+03,6.18E-05,8.83E-01,7.40E-01,1.07E+04,3.53E+03,,1.71E+14
SWHITSE,School whiting Southeast Australia,1993,1.07E+04,2.45E+03,2.45E-01,1.03E+04,1.13E-04,1.18E+00,1.37E+00,1.07E+04,4.73E+03,,2.24E+14
SWHITSE,School whiting Southeast Australia,1994,9.69E+03,1.65E+03,1.81E-01,1.01E+04,8.34E-05,1.15E+00,1.01E+00,9.69E+03,4.61E+03,,2.12E+14
SWHITSE,School whiting Southeast Australia,1995,9.24E+03,1.99E+03,2.29E-01,9.28E+03,1.06E-04,1.06E+00,1.26E+00,9.24E+03,4.25E+03,,1.38E+14
SWHITSE,School whiting Southeast Australia,1996,8.02E+03,1.70E+03,2.25E-01,8.26E+03,1.04E-04,9.46E-01,1.25E+00,8.02E+03,3.79E+03,,1.54E+14
SWHITSE,School whiting Southeast Australia,1997,7.08E+03,1.56E+03,2.33E-01,7.64E+03,1.07E-04,8.75E-01,1.28E+00,7.08E+03,3.50E+03,,9.23E+13
SWHITSE,School whiting Southeast Australia,1998,6.01E+03,1.81E+03,3.20E-01,6.46E+03,1.48E-04,7.40E-01,1.80E+00,6.01E+03,2.96E+03,,1.57E+14
SWHITSE,School whiting Southeast Australia,1999,5.49E+03,1.45E+03,2.82E-01,4.87E+03,1.30E-04,5.58E-01,1.64E+00,5.49E+03,2.23E+03,,2.29E+14
SWHITSE,School whiting Southeast Australia,2000,6.24E+03,1.29E+03,2.26E-01,3.81E+03,1.04E-04,4.37E-01,1.32E+00,6.24E+03,1.75E+03,,2.63E+14
SWHITSE,School whiting Southeast Australia,2001,7.69E+03,1.72E+03,2.49E-01,4.28E+03,1.15E-04,4.90E-01,1.45E+00,7.69E+03,1.96E+03,,3.28E+14
SWHITSE,School whiting Southeast Australia,2002,8.94E+03,1.58E+03,1.95E-01,5.33E+03,8.99E-05,6.10E-01,1.08E+00,8.94E+03,2.44E+03,,1.62E+14
SWHITSE,School whiting Southeast Australia,2003,8.94E+03,1.49E+03,1.81E-01,7.23E+03,8.35E-05,8.28E-01,1.01E+00,8.94E+03,3.31E+03,,1.82E+14
SWHITSE,School whiting Southeast Australia,2004,8.57E+03,1.46E+03,1.82E-01,9.02E+03,8.38E-05,1.03E+00,1.00E+00,8.57E+03,4.13E+03,,1.33E+14
SWHITSE,School whiting Southeast Australia,2005,8.10E+03,1.47E+03,1.92E-01,8.64E+03,8.83E-05,9.89E-01,1.11E+00,8.10E+03,3.96E+03,,3.17E+14
SWHITSE,School whiting Southeast Australia,2006,8.87E+03,1.55E+03,1.85E-01,7.73E+03,8.54E-05,8.85E-01,1.04E+00,8.87E+03,3.54E+03,,2.15E+14
SWHITSE,School whiting Southeast Australia,2007,9.16E+03,1.64E+03,1.92E-01,7.18E+03,8.85E-05,8.22E-01,1.08E+00,9.16E+03,3.29E+03,,2.12E+14
SWHITSE,School whiting Southeast Australia,2008,9.16E+03,1.30E+03,1.52E-01,8.33E+03,7.02E-05,9.55E-01,8.55E-01,9.16E+03,3.82E+03,,2.18E+14
SWORDIO,Swordfish Indian Ocean,1950,1.95E+05,4.34E+01,2.23E-04,4.38E+00,3.66E-04,4.38E+00,3.66E-04,,7.44E+04,,
SWORDIO,Swordfish Indian Ocean,1951,1.95E+05,4.08E+01,2.09E-04,4.38E+00,3.44E-04,4.38E+00,3.44E-04,,7.44E+04,,
SWORDIO,Swordfish Indian Ocean,1952,1.95E+05,4.37E+01,2.24E-04,4.38E+00,3.68E-04,4.38E+00,3.68E-04,,7.44E+04,,
SWORDIO,Swordfish Indian Ocean,1953,1.95E+05,6.50E+01,3.34E-04,4.37E+00,5.49E-04,4.37E+00,5.49E-04,,7.43E+04,,
SWORDIO,Swordfish Indian Ocean,1954,1.95E+05,2.11E+02,1.08E-03,4.37E+00,1.78E-03,4.37E+00,1.78E-03,,7.43E+04,,
SWORDIO,Swordfish Indian Ocean,1955,1.94E+05,2.69E+02,1.38E-03,4.37E+00,2.27E-03,4.37E+00,2.27E-03,,7.42E+04,,
SWORDIO,Swordfish Indian Ocean,1956,1.94E+05,5.92E+02,3.05E-03,4.36E+00,5.01E-03,4.36E+00,5.01E-03,,7.41E+04,,
SWORDIO,Swordfish Indian Ocean,1957,1.94E+05,4.12E+02,2.13E-03,4.35E+00,3.50E-03,4.35E+00,3.50E-03,,7.39E+04,,
SWORDIO,Swordfish Indian Ocean,1958,1.93E+05,6.15E+02,3.18E-03,4.34E+00,5.23E-03,4.34E+00,5.23E-03,,7.38E+04,,
SWORDIO,Swordfish Indian Ocean,1959,1.93E+05,6.17E+02,3.20E-03,4.33E+00,5.26E-03,4.33E+00,5.26E-03,,7.36E+04,,
SWORDIO,Swordfish Indian Ocean,1960,1.92E+05,7.11E+02,3.70E-03,4.31E+00,6.08E-03,4.31E+00,6.08E-03,,7.33E+04,,
SWORDIO,Swordfish Indian Ocean,1961,1.91E+05,9.18E+02,4.80E-03,4.30E+00,7.88E-03,4.30E+00,7.88E-03,,7.31E+04,,
SWORDIO,Swordfish Indian Ocean,1962,1.91E+05,1.08E+03,5.67E-03,4.28E+00,9.31E-03,4.28E+00,9.31E-03,,7.28E+04,,
SWORDIO,Swordfish Indian Ocean,1963,1.90E+05,9.74E+02,5.13E-03,4.27E+00,8.43E-03,4.27E+00,8.43E-03,,7.25E+04,,
SWORDIO,Swordfish Indian Ocean,1964,1.89E+05,1.18E+03,6.24E-03,4.25E+00,1.03E-02,4.25E+00,1.03E-02,,7.22E+04,,
SWORDIO,Swordfish Indian Ocean,1965,1.88E+05,1.28E+03,6.80E-03,4.23E+00,1.12E-02,4.23E+00,1.12E-02,,7.19E+04,,
SWORDIO,Swordfish Indian Ocean,1966,1.87E+05,1.36E+03,7.26E-03,4.21E+00,1.19E-02,4.21E+00,1.19E-02,,7.15E+04,,
SWORDIO,Swordfish Indian Ocean,1967,1.86E+05,1.81E+03,9.71E-03,4.19E+00,1.59E-02,4.19E+00,1.59E-02,,7.12E+04,,
SWORDIO,Swordfish Indian Ocean,1968,1.86E+05,1.72E+03,9.26E-03,4.17E+00,1.52E-02,4.17E+00,1.52E-02,,7.09E+04,,
SWORDIO,Swordfish Indian Ocean,1969,1.85E+05,1.99E+03,1.08E-02,4.14E+00,1.77E-02,4.14E+00,1.77E-02,,7.05E+04,,
SWORDIO,Swordfish Indian Ocean,1970,1.84E+05,2.47E+03,1.35E-02,4.12E+00,2.21E-02,4.12E+00,2.21E-02,,7.01E+04,,
SWORDIO,Swordfish Indian Ocean,1971,1.83E+05,2.06E+03,1.13E-02,4.11E+00,1.85E-02,4.11E+00,1.85E-02,,6.98E+04,,
SWORDIO,Swordfish Indian Ocean,1972,1.82E+05,1.97E+03,1.08E-02,4.09E+00,1.78E-02,4.09E+00,1.78E-02,,6.96E+04,,
SWORDIO,Swordfish Indian Ocean,1973,1.81E+05,1.60E+03,8.83E-03,4.07E+00,1.45E-02,4.07E+00,1.45E-02,,6.92E+04,,
SWORDIO,Swordfish Indian Ocean,1974,1.80E+05,1.92E+03,1.07E-02,4.04E+00,1.75E-02,4.04E+00,1.75E-02,,6.87E+04,,
SWORDIO,Swordfish Indian Ocean,1975,1.78E+05,2.19E+03,1.23E-02,4.01E+00,2.02E-02,4.01E+00,2.02E-02,,6.81E+04,,
SWORDIO,Swordfish Indian Ocean,1976,1.76E+05,1.95E+03,1.10E-02,3.97E+00,1.81E-02,3.97E+00,1.81E-02,,6.74E+04,,
SWORDIO,Swordfish Indian Ocean,1977,1.74E+05,1.88E+03,1.08E-02,3.91E+00,1.77E-02,3.91E+00,1.77E-02,,6.65E+04,,
SWORDIO,Swordfish Indian Ocean,1978,1.71E+05,2.39E+03,1.40E-02,3.84E+00,2.30E-02,3.84E+00,2.30E-02,,6.52E+04,,
SWORDIO,Swordfish Indian Ocean,1979,1.67E+05,2.58E+03,1.55E-02,3.75E+00,2.54E-02,3.75E+00,2.54E-02,,6.37E+04,,
SWORDIO,Swordfish Indian Ocean,1980,1.62E+05,2.64E+03,1.63E-02,3.65E+00,2.67E-02,3.65E+00,2.67E-02,,6.20E+04,,
SWORDIO,Swordfish Indian Ocean,1981,1.58E+05,2.66E+03,1.68E-02,3.55E+00,2.77E-02,3.55E+00,2.77E-02,,6.03E+04,,
SWORDIO,Swordfish Indian Ocean,1982,1.53E+05,3.51E+03,2.30E-02,3.43E+00,3.78E-02,3.43E+00,3.78E-02,,5.83E+04,,
SWORDIO,Swordfish Indian Ocean,1983,1.47E+05,4.00E+03,2.72E-02,3.30E+00,4.46E-02,3.30E+00,4.46E-02,,5.62E+04,,
SWORDIO,Swordfish Indian Ocean,1984,1.42E+05,3.89E+03,2.74E-02,3.19E+00,4.50E-02,3.19E+00,4.50E-02,,5.42E+04,,
SWORDIO,Swordfish Indian Ocean,1985,1.38E+05,4.98E+03,3.62E-02,3.10E+00,5.94E-02,3.10E+00,5.94E-02,,5.26E+04,,
SWORDIO,Swordfish Indian Ocean,1986,1.34E+05,5.73E+03,4.27E-02,3.02E+00,7.01E-02,3.02E+00,7.01E-02,,5.13E+04,,
SWORDIO,Swordfish Indian Ocean,1987,1.32E+05,6.55E+03,4.95E-02,2.97E+00,8.14E-02,2.97E+00,8.14E-02,,5.05E+04,,
SWORDIO,Swordfish Indian Ocean,1988,1.32E+05,9.16E+03,6.95E-02,2.96E+00,1.14E-01,2.96E+00,1.14E-01,,5.03E+04,,
SWORDIO,Swordfish Indian Ocean,1989,1.32E+05,8.09E+03,6.12E-02,2.97E+00,1.00E-01,2.97E+00,1.00E-01,,5.05E+04,,
SWORDIO,Swordfish Indian Ocean,1990,1.35E+05,8.52E+03,6.31E-02,3.03E+00,1.04E-01,3.03E+00,1.04E-01,,5.16E+04,,
SWORDIO,Swordfish Indian Ocean,1991,1.38E+05,9.35E+03,6.79E-02,3.10E+00,1.12E-01,3.10E+00,1.12E-01,,5.26E+04,,
SWORDIO,Swordfish Indian Ocean,1992,1.39E+05,1.57E+04,1.13E-01,3.13E+00,1.85E-01,3.13E+00,1.85E-01,,5.32E+04,,
SWORDIO,Swordfish Indian Ocean,1993,1.37E+05,2.59E+04,1.89E-01,3.07E+00,3.11E-01,3.07E+00,3.11E-01,,5.22E+04,,
SWORDIO,Swordfish Indian Ocean,1994,1.29E+05,2.74E+04,2.12E-01,2.90E+00,3.49E-01,2.90E+00,3.49E-01,,4.93E+04,,
SWORDIO,Swordfish Indian Ocean,1995,1.20E+05,3.20E+04,2.67E-01,2.70E+00,4.38E-01,2.70E+00,4.38E-01,,4.58E+04,,
SWORDIO,Swordfish Indian Ocean,1996,1.08E+05,3.62E+04,3.35E-01,2.43E+00,5.50E-01,2.43E+00,5.50E-01,,4.13E+04,,
SWORDIO,Swordfish Indian Ocean,1997,9.74E+04,3.58E+04,3.68E-01,2.19E+00,6.04E-01,2.19E+00,6.04E-01,,3.72E+04,,
SWORDIO,Swordfish Indian Ocean,1998,8.85E+04,3.81E+04,4.30E-01,1.99E+00,7.07E-01,1.99E+00,7.07E-01,,3.38E+04,,
SWORDIO,Swordfish Indian Ocean,1999,8.09E+04,3.60E+04,4.45E-01,1.82E+00,7.31E-01,1.82E+00,7.31E-01,,3.09E+04,,
SWORDIO,Swordfish Indian Ocean,2000,7.62E+04,3.54E+04,4.65E-01,1.71E+00,7.63E-01,1.71E+00,7.63E-01,,2.91E+04,,
SWORDIO,Swordfish Indian Ocean,2001,7.23E+04,3.24E+04,4.48E-01,1.62E+00,7.36E-01,1.62E+00,7.36E-01,,2.76E+04,,
SWORDIO,Swordfish Indian Ocean,2002,6.94E+04,3.34E+04,4.81E-01,1.56E+00,7.91E-01,1.56E+00,7.91E-01,,2.65E+04,,
SWORDIO,Swordfish Indian Ocean,2003,6.65E+04,3.80E+04,5.71E-01,1.50E+00,9.38E-01,1.50E+00,9.38E-01,,2.54E+04,,
SWORDIO,Swordfish Indian Ocean,2004,6.57E+04,4.02E+04,6.12E-01,1.48E+00,1.00E+00,1.48E+00,1.00E+00,,2.51E+04,,
SWORDIO,Swordfish Indian Ocean,2005,6.55E+04,3.57E+04,5.45E-01,1.47E+00,8.96E-01,1.47E+00,8.96E-01,,2.50E+04,,
SWORDIO,Swordfish Indian Ocean,2006,6.44E+04,3.29E+04,5.11E-01,1.45E+00,8.39E-01,1.45E+00,8.39E-01,,2.46E+04,,
SWORDIO,Swordfish Indian Ocean,2007,6.47E+04,3.02E+04,4.67E-01,1.45E+00,7.67E-01,1.45E+00,7.67E-01,,2.47E+04,,
SWORDIO,Swordfish Indian Ocean,2008,6.60E+04,2.46E+04,3.73E-01,1.48E+00,6.12E-01,1.48E+00,6.12E-01,,2.52E+04,,
SWORDIO,Swordfish Indian Ocean,2009,6.86E+04,2.47E+04,3.60E-01,1.54E+00,5.91E-01,1.54E+00,5.91E-01,,2.62E+04,,
SWORDIO,Swordfish Indian Ocean,2010,7.23E+04,2.49E+04,3.45E-01,1.62E+00,5.66E-01,1.62E+00,5.66E-01,,2.76E+04,,
SWORDIO,Swordfish Indian Ocean,2011,7.70E+04,2.22E+04,2.88E-01,1.73E+00,4.74E-01,1.73E+00,4.74E-01,,2.94E+04,,
SWORDIO,Swordfish Indian Ocean,2012,8.07E+04,2.97E+04,3.68E-01,1.81E+00,6.05E-01,1.81E+00,6.05E-01,,3.08E+04,,
SWORDMED,Swordfish Mediterranean Sea,1985,1.88E+05,1.53E+04,8.10E-02,,4.09E-01,,4.09E-01,1.88E+05,1.40E+05,,
SWORDMED,Swordfish Mediterranean Sea,1986,1.74E+05,1.68E+04,9.70E-02,,4.90E-01,,4.90E-01,1.74E+05,1.32E+05,,
SWORDMED,Swordfish Mediterranean Sea,1987,1.56E+05,1.83E+04,1.18E-01,1.31E+00,5.96E-01,1.31E+00,5.96E-01,1.56E+05,1.19E+05,,
SWORDMED,Swordfish Mediterranean Sea,1988,1.14E+05,2.04E+04,1.79E-01,1.21E+00,9.04E-01,1.21E+00,9.04E-01,1.14E+05,7.99E+04,,
SWORDMED,Swordfish Mediterranean Sea,1989,9.30E+04,1.78E+04,1.91E-01,1.09E+00,9.65E-01,1.09E+00,9.65E-01,9.30E+04,6.12E+04,,
SWORDMED,Swordfish Mediterranean Sea,1990,6.61E+04,1.60E+04,2.42E-01,1.02E+00,1.22E+00,1.02E+00,1.22E+00,6.61E+04,3.40E+04,,
SWORDMED,Swordfish Mediterranean Sea,1991,7.04E+04,1.57E+04,2.24E-01,9.90E-01,1.13E+00,9.90E-01,1.13E+00,7.04E+04,4.22E+04,,
SWORDMED,Swordfish Mediterranean Sea,1992,6.72E+04,1.47E+04,2.19E-01,9.70E-01,1.11E+00,9.70E-01,1.11E+00,6.72E+04,3.79E+04,,
SWORDMED,Swordfish Mediterranean Sea,1993,6.71E+04,1.33E+04,1.98E-01,9.60E-01,1.00E+00,9.60E-01,1.00E+00,6.71E+04,3.70E+04,,
SWORDMED,Swordfish Mediterranean Sea,1994,7.35E+04,1.61E+04,2.19E-01,9.80E-01,1.11E+00,9.80E-01,1.11E+00,7.35E+04,4.30E+04,,
